test_set,case_idx,source,folio_id,model,v26_faithful,v26_category,fol_gt_faithful,fol_gt_errors
wrong_direction,159,wrong_direction,1247,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""T7 translates FOL GT premise 7 incorrectly. FOL GT states a conjunction: '¬∃x (PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x, computerScienceDepartment)) ∧ ¬WorkIn(james, lab)'. Lean renders this as a disjunction '¬ WorksInLab James ∨ ¬ HasPartTimeJob "
wrong_direction,202,wrong_direction,308,deepseek,True,,True,[]
wrong_direction,70,wrong_direction,819,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""A5 adds 'Stock KO' as a conjunct, but FOL GT premise 5 only states 'MatureStock(kO)'. The conclusion 'Stock(kO)' should be proven, not assumed as an axiom. This makes the proof circular/trivial.""}]"
wrong_direction,83,wrong_direction,754,deepseek,True,,,[]
wrong_direction,89,wrong_direction,173,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL premise 1 '∀x (Book(x) → Contains(x, knowledge))' about books containing knowledge is missing from Lean""}, {'category': 'MISTRANSLATION', 'explanation': ""The conclusion is completely different: FOL states '∀x (Smarter(x) → GainKnowledge(x))' (universal: "
wrong_direction,202,wrong_direction,308,deepseek,True,,True,[]
wrong_direction,175,wrong_direction,147,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'Axiom T3 (∀ x, SportingEvent x → x ≠ WorldChampionships) has no corresponding premise in the FOL ground truth. This axiom was invented to make the proof work.'}, {'category': 'MISTRANSLATION', 'explanation': 'Axiom T2 translates LastSummerOlympics(tokyo) "
wrong_direction,41,wrong_direction,929,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 3: FOL GT uses XOR (⊕) for exclusive disjunction, but Lean uses OR (∨), which has different semantics'}, {'category': 'MISTRANSLATION', 'explanation': 'Premise 6: FOL GT uses existential quantifier (∃x), but Lean uses universal quantifier (∀d)'"
wrong_direction,70,wrong_direction,819,deepseek,False,FABRICATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The FOL conclusion is 'Stock(kO)' but the Lean theorem proves 'True' instead. While KO is declared as having type Stock (making it trivially a stock in the type-theoretic sense), the theorem statement should reflect the actual conclusion being proven, "
wrong_direction,75,wrong_direction,979,deepseek,True,,,[]
wrong_direction,83,wrong_direction,754,deepseek,True,,,[]
wrong_direction,89,wrong_direction,173,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal statement. The Lean theorem proves ∃ p, smarter p ∧ gains_knowledge p, an existential statement. These are logically different.'}, {'category': 'OMISSION', 'explanation': ""FOL premis"
wrong_direction,202,wrong_direction,308,deepseek,True,,True,[]
wrong_direction,34,wrong_direction,290,deepseek,False,OMISSION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'leadership_through_stable' has no corresponding premise in the FOL GT. It introduces a rule that if someone leads a stable and something is a member of that stable, then they lead that member. This inference rule is not stated in the original p"
wrong_direction,70,wrong_direction,819,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'The axiom MatureStock_subset (∀ x, MatureStock x → Stock x) has no corresponding premise in the FOL GT. This axiom is necessary for the proof but is not derivable from or stated in the original premises.'}]"
wrong_direction,83,wrong_direction,754,deepseek,True,,,[]
wrong_direction,89,wrong_direction,173,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL GT premise '∀x (Book(x) → Contains(x, knowledge))' is missing from Lean formalization""}, {'category': 'MISTRANSLATION', 'explanation': ""FOL GT conclusion '∀x (Smarter(x) → GainKnowledge(x))' states that ALL smart things gained knowledge (universal statem"
wrong_direction,202,wrong_direction,308,deepseek,True,,True,[]
wrong_direction,70,wrong_direction,819,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'mature_subset_stock : ∀ x, MatureStock x → Stock x' has no corresponding premise in the FOL GT. The FOL GT does not state that mature stocks are stocks. This axiom was added to make the conclusion provable, but it is not part of the original pr"
wrong_direction,83,wrong_direction,754,deepseek,True,,,[]
wrong_direction,89,wrong_direction,173,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL GT premise 1 '∀x (Book(x) → Contains(x, knowledge))' is missing from the Lean formalization""}, {'category': 'OMISSION', 'explanation': ""FOL GT premise 4 includes 'Book(walden)' but this is not represented in the Lean formalization""}, {'category': 'MISTRA"
wrong_direction,202,wrong_direction,308,deepseek,True,,True,[]
wrong_direction,43,wrong_direction,1030,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'Nadal_only_men' (∀ p : Player, lost_to_Nadal p → male p) has no corresponding premise in the FOL GT. This is completely fabricated.""}, {'category': 'MISTRANSLATION', 'explanation': ""The Lean formalization uses 'lost_to_Nadal' but the FOL GT use"
wrong_direction,159,wrong_direction,1247,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 incorrectly translates the FOL premise. FOL says 'no CS-department-offered part-time job for James AND James doesn't work in lab', but Lean says 'NOT(works in lab OR has any part-time job)'""}, {'category': 'MISTRANSLATION', 'explanation': 'The theor"
wrong_direction,25,wrong_direction,658,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'region_exclusive' (∀ x, LocatedInNorthernChina x → ¬ LocatedInSouthernChina x) has no corresponding premise in the FOL GT. This axiom stating that northern and southern China are mutually exclusive locations is not provided in the original prem"
divergent,75,divergent_TRUE,979,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'Axiom T2a (Work Hannah) is fabricated. The FOL GT premise 7 is a conditional statement (WorkIn(hannah, studentJob, campus) ∧ NeedToEarnMoneyToHelpPayFor(hannah, collegeTuition) → ...), not an assertion that Hannah works. The Lean formalization incorrectly"
divergent,75,divergent_FALSE,979,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""T7a asserts 'Work Hannah' as a fact, but FOL GT premise 7 is a conditional, not an assertion that Hannah works""}, {'category': 'MISTRANSLATION', 'explanation': ""T7b has antecedent 'Need Hannah' but FOL GT premise 7 has antecedent 'Work ∧ Need', missing th"
divergent,76,divergent_TRUE,980,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 7 is mistranslated in T2. FOL GT has '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' but Lean has 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))'. The Lean version unconditionally asserts Work rather than having it as part of the antecedent.""}, {'cate"
divergent,76,divergent_FALSE,980,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'H_work axiom states Work Hannah (Hannah works on campus) but this fact is not given in the FOL GT premises'}, {'category': 'MISTRANSLATION', 'explanation': ""H_cond has antecedent 'Needs Hannah' but FOL GT premise 7 has antecedent 'WorkIn ∧ NeedToEarnMoney"
divergent,77,divergent_TRUE,981,gpt-5,True,,,[]
divergent,77,divergent_FALSE,981,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""T2a asserts 'Work Hannah' as a standalone fact, but FOL GT premise 7 only contains Work(hannah) as part of a conditional antecedent, never as a standalone assertion""}, {'category': 'MISTRANSLATION', 'explanation': ""T2b translates premise 7 as 'Need Hannah"
divergent,156,divergent_TRUE,1244,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""T2 refers to 'PTJobUniv' (university part-time job) but FOL GT premise 7 refers to 'OfferedBy(x, computerScienceDepartment)' (CS department part-time job). These are different entities.""}]"
divergent,156,divergent_FALSE,1244,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'FOL GT premise 7 states ¬WorkIn(james, lab) (James does NOT work in lab), but Lean has J2: WorkLab James (James DOES work in lab), directly contradicting the FOL GT'}, {'category': 'MISTRANSLATION', 'explanation': 'FOL GT premise 7 refers to a part-tim"
divergent,157,divergent_TRUE,1245,gpt-5,False,MISTRANSLATION,,[]
divergent,157,divergent_FALSE,1245,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""R1 drops the 'Student(x)' condition from premise 1. FOL GT requires 'Student(x) ∧ WorkIn(x, library)' but Lean only has 'WorkLibrary x'""}, {'category': 'MISTRANSLATION', 'explanation': ""R2 significantly mistranslates premise 2. FOL GT states 'Student(x"
divergent,158,divergent_TRUE,1246,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Axiom A7 translates the part-time job as 'university' (UniPTJob), but FOL GT Premise 7 specifies 'computerScienceDepartment' (OfferedBy(x, computerScienceDepartment)), not university.""}, {'category': 'MISTRANSLATION', 'explanation': 'The conclusion use"
divergent,158,divergent_FALSE,1246,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A7 translates the part-time job as being offered by the university (PTUni), but FOL GT premise 7 refers to a part-time job offered by the CS department (OfferedBy(x, computerScienceDepartment))'}, {'category': 'MISTRANSLATION', 'explanation': 'The conc"
divergent,159,divergent_TRUE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A1 drops the 'Student(x)' condition from the FOL GT premise. The FOL GT states '∀x (Student(x) ∧ WorkIn(x, library) → ¬From(x, computerScienceDepartment))' but A1 only requires 'WorksLibrary x → ¬ FromCS x'""}, {'category': 'MISTRANSLATION', 'explanatio"
divergent,159,divergent_FALSE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""FOL GT premise 7 states '¬∃x (PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x, computerScienceDepartment)) ∧ ¬WorkIn(james, lab)' - this says James doesn't have a part-time job offered by the CS department (not university) AND doesn't work in the lab. Th"
divergent,75,divergent_TRUE,979,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""T7w asserts 'Work Hannah' as a standalone fact, but FOL GT premise 7 is a conditional statement that does not assert Hannah works unconditionally.""}, {'category': 'MISTRANSLATION', 'explanation': ""T7imp has antecedent 'Need Hannah' but FOL GT premise 7 ha"
divergent,75,divergent_FALSE,979,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""T1 asserts 'StudentJob Hannah' as a fact, but FOL GT premise 7 is a conditional, not an assertion that Hannah works in a student job""}, {'category': 'MISTRANSLATION', 'explanation': ""T2 has antecedent 'NeedsMoney Hannah' but FOL GT premise 7 has anteceden"
divergent,76,divergent_TRUE,980,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""T7 incorrectly translates FOL premise 7. FOL GT has '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' but Lean has 'Work ∧ (NeedMoney → (NotPicky ∧ ¬NeedMoney))' which unconditionally asserts Work Hannah.""}, {'category': 'MISTRANSLATION', 'explanation': 'The"
divergent,76,divergent_FALSE,980,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""H_work axiom 'WorkOnCampus Hannah' has no corresponding premise in FOL GT""}, {'category': 'MISTRANSLATION', 'explanation': ""H_cond drops 'WorkIn(hannah, studentJob, campus)' from the antecedent - FOL GT requires both WorkIn AND NeedToEarnMoney, Lean only "
divergent,77,divergent_TRUE,981,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'T7_work asserts Work Hannah as a fact, but FOL GT premise 7 only states a conditional - it does not assert that Hannah works'}, {'category': 'MISTRANSLATION', 'explanation': ""T7_cond has antecedent 'Need Hannah' but FOL GT premise 7 has antecedent 'Work ∧"
divergent,77,divergent_FALSE,981,gpt-5,True,,,[]
divergent,156,divergent_TRUE,1244,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A7 incorrectly translates FOL P7. The FOL states James doesn't have a part-time job from the CS department (¬∃x (PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x, computerScienceDepartment))), but Lean A7 uses ¬PartTimeUni James, which refers to universit"
divergent,156,divergent_FALSE,1244,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""R2 loses the condition that the part-time job must be offered by the university. The FOL GT has 'Have(x, partTimeJob) ∧ OfferedBy(y, university)' but Lean just has 'HasPTJob x' without tracking whether the job is offered by the university.""}, {'categor"
divergent,157,divergent_TRUE,1245,gpt-5,False,MISTRANSLATION,,[]
divergent,157,divergent_FALSE,1245,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 7 in FOL refers to part-time jobs offered by the CS department, but T2 translates this as part-time jobs generally (which per R2's encoding means university jobs). The FOL says ¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x, computerScienceDe"
divergent,158,divergent_TRUE,1246,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A7 translates the second conjunct as ¬UniPT (no university part-time job) but FOL GT premise 7 says no CS-department part-time job, not university job'}, {'category': 'MISTRANSLATION', 'explanation': 'Conclusion uses regular disjunction (∨) but FOL GT "
divergent,158,divergent_FALSE,1246,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A1 drops the 'Student(x)' condition from the FOL GT premise. The FOL states '∀x (Student(x) ∧ WorkIn(x, library) → ¬From(x, computerScienceDepartment))' but Lean has '∀ x, WorkLib x → ¬FromCS x' without any student predicate.""}, {'category': 'MISTRANSL"
divergent,159,divergent_TRUE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A1 drops the Student(x) condition from the FOL GT premise. The original is: Student(x) ∧ WorkIn(x, library) → ¬From(x, computerScienceDepartment)'}, {'category': 'MISTRANSLATION', 'explanation': 'A2 significantly mistranslates the FOL GT. The original "
divergent,159,divergent_FALSE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""R2 drops the condition about the job being offered by the university. FOL GT has 'Have(x, partTimeJob) ∧ OfferedBy(y, university)' but Lean only has 'HasPT x' without the university offering condition.""}, {'category': 'MISTRANSLATION', 'explanation': """
divergent,75,divergent_TRUE,979,gpt-5,True,,,[]
divergent,75,divergent_FALSE,979,gpt-5,True,,,[]
divergent,76,divergent_TRUE,980,gpt-5,True,,,[]
divergent,76,divergent_FALSE,980,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""T2 incorrectly translates FOL GT premise 7. The FOL GT has '(Works ∧ Needs) → ¬(Picky ∨ Needs)' but Lean has 'Works ∧ (Needs → (¬Picky ∧ ¬Needs))'. The Lean version asserts Works as a standalone fact and changes the logical structure of the conditional"
divergent,77,divergent_TRUE,981,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""FOL GT premise 7 is a conditional '(WorkIn ∧ NeedsMoney) → ¬(PickyEater ∨ NeedsMoney)' but Lean splits this into T2a (asserting WorksOnCampus as fact) and T2b (with only NeedsMoney as antecedent), fundamentally changing the logical structure""}, {'categ"
divergent,77,divergent_FALSE,981,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'T_work asserts WorkJob Hannah as a fact, but no FOL GT premise states Hannah works a student job on campus'}, {'category': 'MISTRANSLATION', 'explanation': 'T_cond drops the WorkJob conjunct from the antecedent. FOL GT has (WorkIn ∧ NeedMoney → ...) but L"
divergent,156,divergent_TRUE,1244,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 translates FOL GT premise 7 incorrectly. The FOL GT states '¬∃x (PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x, computerScienceDepartment)) ∧ ¬WorkIn(james, lab)' which means James doesn't have a CS department part-time job AND James doesn't work in"
divergent,156,divergent_FALSE,1244,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A7 refers to university part-time job (PartTimeUni) but FOL GT premise 7 refers to CS department part-time job (OfferedBy(x, computerScienceDepartment))'}, {'category': 'MISTRANSLATION', 'explanation': 'The theorem proves ¬PartTimeUni James (James does"
divergent,157,divergent_TRUE,1245,gpt-5,False,MISTRANSLATION,True,[]
divergent,157,divergent_FALSE,1245,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""T7 mistranslates FOL GT premise 7. The FOL GT says James doesn't have a part-time job offered by the CS department (¬∃x(PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x, computerScienceDepartment))), but Lean T7 claims James doesn't have a part-time job o"
divergent,158,divergent_TRUE,1246,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A7 translates the part-time job as being offered by the university, but FOL GT premise 7 specifies it's offered by the CS department (computerScienceDepartment vs university)""}, {'category': 'MISTRANSLATION', 'explanation': 'The conclusion uses inclusi"
divergent,158,divergent_FALSE,1246,gpt-5,True,,,[]
divergent,159,divergent_TRUE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A1 drops the Student(x) condition from the antecedent. FOL GT has 'Student(x) ∧ WorkIn(x, library) → ¬From(x, computerScienceDepartment)' but Lean has just 'WorksInLibrary x → ¬FromCS x'""}, {'category': 'MISTRANSLATION', 'explanation': ""A2 drops the St"
divergent,159,divergent_FALSE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Axiom S3 translates the part-time job constraint incorrectly. FOL GT premise 7 says James doesn't have a part-time job offered by the CS department (OfferedBy(x, computerScienceDepartment)), but Lean's S3 says James doesn't have a university part-time "
divergent,75,divergent_TRUE,979,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""A7a asserts 'Works Hannah' unconditionally, but FOL premise 7 is a conditional statement that does not assert Hannah works. This fabricated axiom makes the proof trivial.""}, {'category': 'MISTRANSLATION', 'explanation': ""A7b translates premise 7 as 'Needs"
divergent,75,divergent_FALSE,979,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A6 incorrectly translates FOL premises 6 and 7. FOL has (W ∧ N) → ¬(P ∨ N) as a conditional, but Lean asserts W as a fact and restructures to W ∧ (N → (¬P ∧ ¬N))'}, {'category': 'OMISSION', 'explanation': 'All FOL premises include At(x, marysSchool) as"
divergent,76,divergent_TRUE,980,gpt-5,True,,,[]
divergent,76,divergent_FALSE,980,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'H2 (WorksStudentJobOnCampus Hannah) has no corresponding premise in FOL GT - it is invented'}, {'category': 'MISTRANSLATION', 'explanation': 'H3 simplifies the antecedent from (WorkIn ∧ NeedToEarnMoney) to just NeedsToEarnMoney, dropping a required condit"
divergent,77,divergent_TRUE,981,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'A7_work asserts Work Hannah as a fact, but FOL GT premise 7 only uses Work(hannah) as part of a conditional antecedent, not as a standalone assertion'}, {'category': 'MISTRANSLATION', 'explanation': ""A7_imp translates 'Work ∧ Need → ¬(Picky ∨ Need)' as 'N"
divergent,77,divergent_FALSE,981,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'TWork axiom states Hannah works, but no such premise exists in FOL GT'}, {'category': 'MISTRANSLATION', 'explanation': 'TSpecial drops the Work condition from the antecedent - FOL has (Work ∧ NeedsMoney) → ... but Lean has NeedsMoney → ...'}, {'category':"
divergent,103,divergent_TRUE,1013,gpt-5,True,,True,[]
divergent,103,divergent_FALSE,1013,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""Luke_disj introduces 'Baby' predicate that does not exist in FOL GT premise 6""}, {'category': 'MISTRANSLATION', 'explanation': 'Luke_disj incorrectly translates ¬(A ⊕ B). The FOL GT means (A ∧ B) ∨ (¬A ∧ ¬B), but Lean forces MultipleBirth Luke to be true "
divergent,156,divergent_TRUE,1244,gpt-5,True,,,[]
divergent,156,divergent_FALSE,1244,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is inverted: FOL GT concludes James HAS a part-time job offered by university, but Lean proves James does NOT have a part-time job'}, {'category': 'OMISSION', 'explanation': 'Premise 7 (¬∃x (PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x,"
divergent,157,divergent_TRUE,1245,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P2 translates FOL premise 2 incorrectly. The FOL states 'Student(x) ∧ Have(x, partTimeJob) ∧ OfferedBy(y, university) → WorkIn(x, library)' which requires the part-time job to be offered by the university. The Lean axiom P2 only requires 'Student x ∧ H"
divergent,157,divergent_FALSE,1245,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 1 requires 'Student(x) ∧ WorkIn(x, library)' but the Lean axiom 'none_library_cs' only requires 'WorksInLibrary x', dropping the Student condition""}, {'category': 'MISTRANSLATION', 'explanation': ""Premise 2 has a complex structure with three co"
divergent,158,divergent_TRUE,1246,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P2 translates premise 2 incorrectly. FOL GT states '∀x (Student(x) ∧ Have(x, partTimeJob) ∧ OfferedBy(y, university) → WorkIn(x, library))' which involves a student having a part-time job offered by the university. The Lean version 'PartTimeUniJob x → "
divergent,158,divergent_FALSE,1246,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""H2 drops the 'OfferedBy(y, university)' condition from FOL premise 2""}, {'category': 'MISTRANSLATION', 'explanation': ""Premise 7's condition about part-time jobs from CS department is mistranslated to simply '¬PTJob James', losing the specificity about"
divergent,159,divergent_TRUE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A7 translates FOL premise 7 incorrectly. The FOL GT states '¬∃x (PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x, computerScienceDepartment)) ∧ ¬WorkIn(james, lab)' which means James doesn't have a part-time job offered by the CS department AND James doe"
divergent,159,divergent_FALSE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A1 drops the 'Student(x)' condition from the FOL premise. The FOL says students who work in the library are not from CS, but Lean says anyone who works in the library is not from CS.""}, {'category': 'MISTRANSLATION', 'explanation': ""A2 significantly mi"
divergent,34,divergent_TRUE,290,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL GT premise 1 includes 'In(diamondMine, wWE)' but this is missing from the Lean formalization - H1 only captures Stable(DiamondMine)""}, {'category': 'FABRICATION', 'explanation': ""LeadGroupMembers axiom ('leading a group implies leading its members') has "
divergent,34,divergent_FALSE,290,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': ""The FOL GT premise 'In(diamondMine, wWE)' (Diamond Mine is in WWE) is missing from the Lean formalization""}, {'category': 'FABRICATION', 'explanation': ""The axiom 'leads_target_stable' (∀ x y, Leads x y → Stable y) has no corresponding premise in the FOL GT"""
divergent,75,divergent_TRUE,979,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'R3 translates FOL P3 incorrectly. FOL P3 is a conjunction asserting both At(x, marysSchool) AND the disjunction, while Lean makes it a conditional (At x implies the disjunction).'}, {'category': 'MISTRANSLATION', 'explanation': 'T7 mistranslates FOL P7"
divergent,75,divergent_FALSE,979,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is negated: FOL GT concludes NeedToEarnMoneyToHelpPayFor(hannah, collegeTuition) (positive), but Lean proves ¬NeedsMoney Hannah (negative)'}, {'category': 'MISTRANSLATION', 'explanation': ""Premise 7 (Hcombo) incorrectly translated: FOL G"
divergent,76,divergent_TRUE,980,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""T2 mistranslates premise 7. FOL GT has '(Work ∧ Need) → ¬(Picky ∨ Need)' as a conditional, but T2 asserts 'Work Hannah' as an unconditional fact combined with 'Need → (¬Picky ∧ ¬Need)', changing the logical structure.""}, {'category': 'MISTRANSLATION', "
divergent,76,divergent_FALSE,980,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'H_work axiom states Work Hannah as a fact, but FOL GT has no premise asserting WorkIn(hannah, studentJob, campus)'}, {'category': 'MISTRANSLATION', 'explanation': 'H_imp only requires Need Hannah as antecedent, but FOL GT premise 7 requires (Work ∧ Need) "
divergent,77,divergent_TRUE,981,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7: FOL has (Work ∧ Need) → ¬(Picky ∨ Need), but Lean has Work ∧ (Need → (¬Picky ∧ ¬Need)), changing the logical structure'}, {'category': 'MISTRANSLATION', 'explanation': 'Conclusion: FOL uses XOR (⊕) between PickyEater and Spend conditions, bu"
divergent,77,divergent_FALSE,981,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 7 (H_work_and_cond) incorrectly translates '(WorkIn ∧ NeedMoney) → ¬(PickyEater ∨ NeedMoney)' as 'StudentJob ∧ (NeedMoney → (NotPicky ∧ ¬NeedMoney))'. The Lean version unconditionally asserts StudentJob Hannah, changing the logical structure.""}"
divergent,103,divergent_TRUE,1013,gpt-5,True,,True,[]
divergent,103,divergent_FALSE,1013,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 6 (Luke_split) incorrectly translates ¬(A ⊕ B). The FOL GT ¬(MultipleBirth ⊕ LiveWithStrangers) should be (MultipleBirth ↔ LiveWithStrangers), but Lean forces MultipleBirth to be true in both disjuncts.'}, {'category': 'MISTRANSLATION', 'explan"
divergent,156,divergent_TRUE,1244,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL GT states James doesn't have a part-time job offered by the 'computerScienceDepartment', but Lean P7 translates this as James not having a part-time job offered by the 'university' (PartTimeUni). These are different entities.""}]"
divergent,156,divergent_FALSE,1244,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P2 in Lean drops the condition 'OfferedBy(y, university)' from FOL GT premise 2. The FOL GT states that having a part-time job OFFERED BY THE UNIVERSITY leads to working in the library, but Lean P2 says any part-time job leads to working in the library"
divergent,158,divergent_TRUE,1246,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""FOL GT premise 7 states '¬∃x (PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x, computerScienceDepartment)) ∧ ¬WorkIn(james, lab)' - this is a conjunction saying James doesn't have a CS department part-time job AND James doesn't work in the lab. The Lean "
divergent,158,divergent_FALSE,1246,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P8 translates the part-time job constraint as being about university-offered jobs (¬PartTimeUni James), but FOL GT P7 specifies jobs offered by the CS department (OfferedBy(x, computerScienceDepartment)), not the university.'}]"
divergent,159,divergent_TRUE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'H7 translates the part-time job as being offered by the university (PTUJob), but FOL GT premise 7 refers to a job offered by the computerScienceDepartment, not the university. These are different entities.'}]"
divergent,159,divergent_FALSE,1247,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P7 in FOL GT refers to part-time jobs offered by the computer science department (OfferedBy(x, computerScienceDepartment)), but Lean P7 uses UniPartTime which represents jobs offered by the university, not the CS department.'}, {'category': 'MISTRANSLA"
divergent,191,divergent_TRUE,1317,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 1 (S1) loses the distinction between Professional and BasketballPlayer - FOL GT has three separate predicates in conjunction, Lean combines two into one predicate'}, {'category': 'MISTRANSLATION', 'explanation': ""Premise 2 (A1) similarly loses "
