test_set,case_idx,source,model,v26_faithful,v26_category,fol_gt_faithful,fol_gt_errors
divergent,156,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is a conjunction stating no CS-offered part-time job for James AND James doesn't work in lab. Lean P7 incorrectly translates this as negation "
divergent,156,divergent_FALSE,gpt-5,False,OMISSION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is inverted: FOL asks to prove James HAS a part-time job offered by the university, but Lean proves James does NOT have a part-time job'}"
divergent,157,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)) but Lean renders it as a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James)'}, {"
divergent,157,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': 'P7 incorrectly transla"
divergent,158,divergent_TRUE,gpt-5,False,MISTRANSLATION,,
divergent,158,divergent_FALSE,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university (OfferedBy(y, university))'}, {'category': 'MISTRANSLATION', 'explanation': ""P"
divergent,159,divergent_TRUE,gpt-5,False,MISTRANSLATION,,
divergent,159,divergent_FALSE,gpt-5,True,,,
divergent,34,divergent_TRUE,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces an entirely different domain (Professors, DrLee, PublishesResearch, Collaborates, IsExpert, IsLeader, Curious) that has n"
divergent,34,divergent_FALSE,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces an entirely different domain (Professors, publishing research, experts, collaborating with scholars, etc.) that has no co"
divergent,75,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,gpt-5,False,OMISSION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 structure changed from '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' to 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))', which asserts Work as a fact rath"
divergent,103,divergent_TRUE,gpt-5,True,,True,
divergent,103,divergent_FALSE,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ¬(BornIn(luke, multipleBirth) ∨ ComplainAbout(...)), which means (¬BornMultiple Luke ∧ ¬ComplainAnnoying Luke). The Lean theorem p"
divergent,156,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment)) ∧ ¬WorkIn(james,lab)' but Lean has '¬(works_in_lab James ∨ ha"
divergent,156,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL says James doesn't have a CS-department-offered job AND doesn't work in lab, but Lean P7 says James doesn't work in lab AND doesn't have ANY p"
divergent,158,divergent_TRUE,gpt-5,True,,,
divergent,158,divergent_FALSE,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university (OfferedBy(y, university))'}, {'category': 'MISTRANSLATION', 'explanation': ""P"
divergent,159,divergent_TRUE,gpt-5,True,,,
divergent,159,divergent_FALSE,gpt-5,True,,,
divergent,191,divergent_TRUE,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The conclusion's antecedent structure is wrong: FOL GT has ¬(AmericanNational ∧ Professional ∧ BasketballPlayer) - negation of entire conjunction, but L"
divergent,191,divergent_FALSE,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': 'The BasketballPlayer predicate is completely absent from the Lean formalization. All premises and the conclusion that reference BasketballPlayer in FOL have t"
divergent,21,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 3 in FOL is '(NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x)' where the biconditional relates the conjunction to Download. The Lean"
divergent,21,divergent_FALSE,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The biconditional axiom download_iff_exists_binged_netflix incorrectly uses an existential quantifier (∃ t : Show, Netflix t ∧ BingeK t) instead of dire"
divergent,34,divergent_TRUE,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces an entirely different domain (Professors, DrLee, PublishesResearch, Collaborates, IsExpert, IsLeader, Curious) that has n"
divergent,34,divergent_FALSE,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces an entirely different domain (Professors, publishing research, experts, collaborating with scholars, etc.) that has no co"
divergent,75,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in LEAN is 'Work hannah ∧ (NeedMoney hannah → (¬Picky ∧ ¬NeedMoney))' but FOL GT is '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)'. The LEAN version inc"
divergent,156,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment)) ∧ ¬WorkIn(james,lab)' but Lean has '¬(works_in_lab James ∨ ha"
divergent,156,divergent_FALSE,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is negated: FOL concludes James HAS a part-time job offered by university, but Lean concludes James does NOT have a part-time job'}, {'ca"
divergent,158,divergent_TRUE,gpt-5,False,MISTRANSLATION,,
divergent,158,divergent_FALSE,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': ""P2 drops the condition 'OfferedBy(y, university)' - the FOL requires the part-time job to be offered by the university""}, {'category': 'MISTRANSLATION', 'expl"
divergent,159,divergent_TRUE,gpt-5,False,MISTRANSLATION,,
divergent,159,divergent_FALSE,gpt-5,True,,,
divergent,75,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in LEAN is 'Work hannah ∧ (NeedMoney hannah → (¬Picky ∧ ¬NeedMoney))' but FOL GT is '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)'. The LEAN version inc"
divergent,90,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The entire Lean formalization is about sports/crowd dynamics (home_winning, rivalry, emotionally_invested, loud, energized, electric) which has no correspo"
divergent,90,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W, R, I, L, E) and axioms about 'Home team winning', 'Rivalry game', 'atmosphere elect"
divergent,156,divergent_TRUE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment)) ∧ ¬WorkIn(james,lab)' but Lean translates it as '¬(works_in_l"
divergent,156,divergent_FALSE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is inverted: FOL asks to prove James HAS a part-time job offered by the university, but Lean proves James does NOT have a part-time job'}"
divergent,157,divergent_TRUE,deepseek,False,FABRICATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)) but Lean renders it as a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James)'}, {"
divergent,157,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': 'P7 changes from a conj"
divergent,75,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,deepseek,False,OMISSION,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 structure changed from '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' to 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))', which asserts Work as a fact rath"
divergent,103,divergent_TRUE,deepseek,True,,True,
divergent,103,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ¬(BornIn(luke, multipleBirth) ∨ ComplainAbout(...)), which means (¬BornMultiple Luke ∧ ¬ComplainAnnoying Luke). The Lean theorem p"
divergent,157,divergent_TRUE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)) but Lean renders it as a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James)'}, {"
divergent,157,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': ""P7 changes from 'no CS"
divergent,158,divergent_TRUE,deepseek,False,OMISSION,,
divergent,158,divergent_FALSE,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': ""P2 drops the condition 'OfferedBy(y, university)' - the FOL requires the part-time job to be offered by the university, but Lean just checks if student has an"
divergent,75,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 structure changed from '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' to 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))' - different logical structure""}, {"
divergent,156,divergent_TRUE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is a conjunction stating no CS-offered part-time job for James AND James doesn't work in lab. Lean P7 incorrectly translates this as negation "
divergent,156,divergent_FALSE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is inverted: FOL asks to prove James HAS a part-time job offered by the university, but Lean proves James does NOT have a part-time job'}"
divergent,157,divergent_TRUE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)), but Lean P7 is a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James). These have"
divergent,157,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': 'P7 changes from a conj"
divergent,158,divergent_TRUE,deepseek,False,MISTRANSLATION,,
divergent,158,divergent_FALSE,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': ""P2 drops the condition 'OfferedBy(y, university)' - the FOL requires the part-time job to be offered by the university""}, {'category': 'MISTRANSLATION', 'expl"
divergent,159,divergent_TRUE,deepseek,True,,,
divergent,159,divergent_FALSE,deepseek,True,,,
divergent,197,divergent_TRUE,deepseek,True,,,
divergent,197,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premises 4, 5, and 7 replace the complex FOL condition '∃y ∃z (¬(y=z) ∧ Leg(y) ∧ Leg(z) ∧ Have(x, y) ∧ Have(x, z))' (having two distinct legs) with a si"
divergent,75,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL GT is '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' but LEAN encodes it as 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))', which changes the logic"
divergent,156,divergent_TRUE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is a conjunction stating no CS-offered part-time job for James AND James doesn't work in lab. Lean P7 incorrectly translates this as negation "
divergent,156,divergent_FALSE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P7 in FOL refers to a part-time job offered by CS department, but Lean P7 refers to any part-time job. Also the logical structure differs.'}, {'category"
divergent,157,divergent_TRUE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)), but Lean renders it as a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James)'}, "
divergent,157,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': 'P7 incorrectly transla"
divergent,158,divergent_TRUE,deepseek,False,MISTRANSLATION,,
divergent,158,divergent_FALSE,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university (OfferedBy(y, university))'}, {'category': 'MISTRANSLATION', 'explanation': ""P"
divergent,159,divergent_TRUE,deepseek,True,,,
divergent,159,divergent_FALSE,deepseek,False,MISTRANSLATION,,
divergent,202,divergent_TRUE,deepseek,True,,True,
divergent,202,divergent_FALSE,deepseek,False,FABRICATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The FOL conclusion is ∃x (FootballClub(x) ∧ LoanedTo(ailtonSilva, x)), which asserts existence. The Lean theorem 'prove_negation' attempts to prove the "
divergent,75,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in LEAN is 'Work hannah ∧ (NeedMoney hannah → (¬Picky ∧ ¬NeedMoney))' but FOL GT is '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)'. The LEAN version inc"
divergent,156,divergent_TRUE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is a conjunction stating no CS-offered part-time job for James AND James doesn't work in lab. Lean P7 incorrectly translates this as negation "
divergent,156,divergent_FALSE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL states James doesn't have a CS-department-offered job AND doesn't work in lab, but Lean P7 states NOT(works in lab OR has any part-time job), "
divergent,157,divergent_TRUE,deepseek,False,FABRICATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)) but Lean renders it as a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James)'}, {"
divergent,157,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': ""P7 changes from 'no CS"
divergent,6,divergent_TRUE,deepseek,True,,True,
divergent,6,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is negated: FOL states ∃x (Animal(x)) but Lean states ¬∃x (Animal x), which is the logical opposite'}, {'category': 'MISTRANSLATION', 'ex"
divergent,32,divergent_TRUE,deepseek,True,,,
divergent,32,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ¬LiveIn(djokovic, taxHaven) (Djokovic does NOT live in a tax haven), but the Lean theorem proves TaxHaven Djokovic (the positive c"
divergent,75,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in LEAN is 'Work hannah ∧ (NeedMoney hannah → (¬Picky ∧ ¬NeedMoney))' but FOL GT is '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)'. The LEAN version inc"
divergent,90,divergent_TRUE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The entire Lean formalization is about sports/crowd dynamics (home_winning, rivalry, emotionally_invested, loud, energized, electric) which has no correspo"
divergent,90,divergent_FALSE,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W, R, I, L, E) and axioms about 'Home team winning', 'Rivalry game', 'atmosphere elect"
divergent,156,divergent_TRUE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment)) ∧ ¬WorkIn(james,lab)' but Lean translates it as '¬(works_in_l"
divergent,156,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is inverted: FOL asks to prove James HAS a part-time job offered by the university (∃y), but Lean proves James does NOT have a part-time "
divergent,157,divergent_TRUE,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)), but Lean renders it as a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James). Th"
divergent,157,divergent_FALSE,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': 'P7 incorrectly transla"
divergent,158,divergent_TRUE,deepseek,False,MISTRANSLATION,,
divergent,158,divergent_FALSE,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university (OfferedBy(y, university))'}, {'category': 'MISTRANSLATION', 'explanation': ""P"
divergent,159,divergent_TRUE,deepseek,True,,,
divergent,159,divergent_FALSE,deepseek,True,,,
